date,county,state,cases,deaths,day,dc_ratio
2021-07-10,New York City,New York,958290,33453,497,0.034909056757349025
2021-07-11,New York City,New York,958847,33455,498,0.03489086371444036
2021-07-12,New York City,New York,959266,33457,499,0.03487770858135283
2021-07-13,New York City,New York,959649,33458,500,0.034864830787089865
2021-07-14,New York City,New York,960038,33467,501,0.034860078455227816
2021-07-15,New York City,New York,960561,33471,502,0.03484526229984353
2021-07-16,New York City,New York,960813,33471,503,0.0348361231582004
2021-07-17,New York City,New York,961832,33475,504,0.034803375225611125
2021-07-18,New York City,New York,962484,33484,505,0.03478914974170999
2021-07-19,New York City,New York,963063,33487,506,0.034771349330209964
2021-07-20,New York City,New York,963700,33491,507,0.03475251634326035
2021-07-21,New York City,New York,964210,33495,508,0.03473828315408469
2021-07-22,New York City,New York,965171,33501,509,0.03470991150790896
2021-07-23,New York City,New York,966095,33502,510,0.034677749082647154
2021-07-24,New York City,New York,967223,33505,511,0.034640408675145236
2021-07-25,New York City,New York,968343,33507,512,0.03460240844411536
2021-07-26,New York City,New York,969316,33512,513,0.034572832801686965
2021-07-27,New York City,New York,970189,33512,514,0.03454172331370486
2021-07-28,New York City,New York,971044,33519,515,0.03451851821338683
2021-07-29,New York City,New York,972514,33521,516,0.034468398398377814
2021-07-30,New York City,New York,973870,33527,517,0.034426566174130015
2021-07-31,New York City,New York,975638,33534,518,0.03437135494927422
2021-08-01,New York City,New York,976974,33538,519,0.0343284468163943
2021-08-02,New York City,New York,978241,33545,520,0.034291140935618115
2021-08-03,New York City,New York,979815,33557,521,0.0342483019753729
2021-08-04,New York City,New York,981123,33559,522,0.03420468177792183
2021-08-05,New York City,New York,982876,33570,523,0.03415486795892869
2021-08-06,New York City,New York,984871,33571,524,0.0340866976487276
2021-08-07,New York City,New York,986967,33578,525,0.03402140091816647
2021-08-08,New York City,New York,988831,33588,526,0.03396738168605151
2021-08-09,New York City,New York,988831,33588,527,0.03396738168605151
2021-08-10,New York City,New York,988831,33588,528,0.03396738168605151
2021-08-11,New York City,New York,993864,33618,529,0.033825553596870395
2021-08-12,New York City,New York,996290,33636,530,0.033761254253279666
2021-08-13,New York City,New York,998350,33639,531,0.03369459608353784
2021-08-14,New York City,New York,1000703,33645,532,0.03362136418098077
2021-08-15,New York City,New York,1002520,33657,533,0.03357239755815345
2021-08-16,New York City,New York,1004659,33661,534,0.03350490066778877
2021-08-17,New York City,New York,1006142,33684,535,0.033478375815739723
2021-08-18,New York City,New York,1007992,33684,536,0.03341693188041175
2021-08-19,New York City,New York,1010304,33690,537,0.0333463987077157
2021-08-20,New York City,New York,1011428,33694,538,0.03331329565722919
2021-08-21,New York City,New York,1014697,33720,539,0.03323159524468881
2021-08-22,New York City,New York,1016792,33723,540,0.03316607526416415
2021-08-23,New York City,New York,1018334,33736,541,0.033128619883063905
2021-08-24,New York City,New York,1020062,33744,542,0.03308034217527954
2021-08-25,New York City,New York,1021400,33763,543,0.03305560994713139
2021-08-26,New York City,New York,1023599,33779,544,0.03300022762820206
2021-08-27,New York City,New York,1025740,33788,545,0.032940121278296645
2021-08-28,New York City,New York,1028125,33795,546,0.03287051671732523
2021-08-29,New York City,New York,1028125,33795,547,0.03287051671732523
2021-08-30,New York City,New York,1031455,33818,548,0.03278669452375528
2021-08-31,New York City,New York,1032969,33830,549,0.03275025678408548
2021-09-01,New York City,New York,1034266,33840,550,0.03271885569089576
2021-09-02,New York City,New York,1036299,33867,551,0.03268072245558473
2021-09-03,New York City,New York,1038427,33875,552,0.032621455335810796
2021-09-04,New York City,New York,1038427,33875,553,0.032621455335810796
2021-09-05,New York City,New York,1042059,33895,554,0.03252694904990984
2021-09-06,New York City,New York,1043289,33907,555,0.032500103039522124
2021-09-07,New York City,New York,1044283,33914,556,0.03247587100431588
2021-09-08,New York City,New York,1044283,33914,557,0.03247587100431588
2021-09-09,New York City,New York,1047307,33968,558,0.0324336608081489
2021-09-10,New York City,New York,1049126,33959,559,0.03236884797440918
2021-09-11,New York City,New York,1051595,33977,560,0.03230996724023982
2021-09-12,New York City,New York,1051595,33977,561,0.03230996724023982
2021-09-13,New York City,New York,1054705,34001,562,0.03223745028230643
2021-09-14,New York City,New York,1056265,34026,563,0.03221350702711914
2021-09-15,New York City,New York,1057892,34034,564,0.0321715260158882
2021-09-16,New York City,New York,1059884,34052,565,0.032128044201063514
2021-09-17,New York City,New York,1062049,34058,566,0.03206820024311496
2021-09-18,New York City,New York,1062049,34058,567,0.03206820024311496
2021-09-19,New York City,New York,1066253,34072,568,0.03195489250675027
2021-09-20,New York City,New York,1067847,34074,569,0.03190906562456981
2021-09-21,New York City,New York,1069567,34102,570,0.031883930599953064
2021-09-22,New York City,New York,1071132,34122,571,0.03185601774571201
2021-09-23,New York City,New York,1072875,34133,572,0.031814517068624024
2021-09-24,New York City,New York,1074557,34156,573,0.031786122094965646
2021-09-25,New York City,New York,1074557,34156,574,0.031786122094965646
2021-09-26,New York City,New York,1078382,34186,575,0.031701196792973174
2021-09-27,New York City,New York,1078382,34186,576,0.031701196792973174
2021-09-28,New York City,New York,1080909,34208,577,0.03164743748086102
2021-09-29,New York City,New York,1082099,34245,578,0.031646827138736844
2021-09-30,New York City,New York,1083700,34264,579,0.031617606348620465
2021-10-01,New York City,New York,1085590,34284,580,0.03158098361259776
2021-10-02,New York City,New York,1085590,34284,581,0.03158098361259776
2021-10-03,New York City,New York,1085590,34284,582,0.03158098361259776
2021-10-04,New York City,New York,1090016,34311,583,0.03147751959604263
2021-10-05,New York City,New York,1091216,34316,584,0.03144748610724183
2021-10-06,New York City,New York,1093220,34334,585,0.03140630431203235
2021-10-07,New York City,New York,1095144,34333,586,0.03135021513152608
2021-10-08,New York City,New York,1096640,34355,587,0.031327509483513274
2021-10-09,New York City,New York,1096640,34355,588,0.031327509483513274
2021-10-10,New York City,New York,1096640,34355,589,0.031327509483513274
2021-10-11,New York City,New York,1100739,34384,590,0.03123719610189155
2021-10-12,New York City,New York,1101644,34402,591,0.031227873977437356
2021-10-13,New York City,New York,1102649,34434,592,0.031228432619990587
2021-10-14,New York City,New York,1103818,34442,593,0.03120260767626547
2021-10-15,New York City,New York,1105853,34438,594,0.031141571257662638
2021-10-16,New York City,New York,1105853,34438,595,0.031141571257662638
2021-10-17,New York City,New York,1105853,34438,596,0.031141571257662638
2021-10-18,New York City,New York,1108926,34460,597,0.03107511231588041
2021-10-19,New York City,New York,1110370,34467,598,0.031041004349901383
2021-10-20,New York City,New York,1111610,34480,599,0.03101807288527451
2021-10-21,New York City,New York,1112797,34483,600,0.030987682389510395
2021-10-22,New York City,New York,1113762,34502,601,0.03097789294301655
2021-10-23,New York City,New York,1113762,34502,602,0.03097789294301655
2021-10-24,New York City,New York,1113762,34502,603,0.03097789294301655
2021-10-25,New York City,New York,1116428,34531,604,0.030929894269939487
2021-10-26,New York City,New York,1117283,34533,605,0.03090801524770358
2021-10-27,New York City,New York,1117924,34544,606,0.030900132746054295
2021-10-28,New York City,New York,1117924,34544,607,0.030900132746054295
2021-10-29,New York City,New York,1119470,34557,608,0.03086907197155797
2021-10-30,New York City,New York,1119470,34557,609,0.03086907197155797
2021-10-31,New York City,New York,1119470,34557,610,0.03086907197155797
2021-11-01,New York City,New York,1122970,34580,611,0.0307933426538554
2021-11-02,New York City,New York,1123586,34589,612,0.030784470436619894
2021-11-03,New York City,New York,1124370,34601,613,0.03077367770395866
2021-11-04,New York City,New York,1125344,34602,614,0.03074793129922939
2021-11-05,New York City,New York,1126321,34621,615,0.030738128828282522
2021-11-06,New York City,New York,1126321,34621,616,0.030738128828282522
2021-11-07,New York City,New York,1126321,34621,617,0.030738128828282522
2021-11-08,New York City,New York,1129381,34634,618,0.030666356172097814
2021-11-09,New York City,New York,1130334,34647,619,0.030652001974637584
2021-11-10,New York City,New York,1131209,34659,620,0.030638900503797264
2021-11-11,New York City,New York,1132591,34665,621,0.030606812167852295
2021-11-12,New York City,New York,1133838,34679,622,0.03058549810466751
2021-11-13,New York City,New York,1133838,34679,623,0.03058549810466751
2021-11-14,New York City,New York,1133838,34679,624,0.03058549810466751
2021-11-15,New York City,New York,1137465,34688,625,0.03049588338981859
2021-11-16,New York City,New York,1138567,34705,626,0.03048129798246392
2021-11-17,New York City,New York,1139671,34717,627,0.03046230008484905
2021-11-18,New York City,New York,1141269,34725,628,0.030426656642737162
2021-11-19,New York City,New York,1142844,34738,629,0.030396099555144884
2021-11-20,New York City,New York,1142844,34738,630,0.030396099555144884
2021-11-21,New York City,New York,1146157,34747,631,0.03031609107652791
2021-11-22,New York City,New York,1147379,34747,632,0.030283803346583822
2021-11-23,New York City,New York,1148868,34757,633,0.03025325798960368
2021-11-24,New York City,New York,1150184,34773,634,0.030232554095692515
2021-11-25,New York City,New York,1150184,34773,635,0.030232554095692515
2021-11-26,New York City,New York,1153447,34794,636,0.030165235160349805
2021-11-27,New York City,New York,1153447,34794,637,0.030165235160349805
2021-11-28,New York City,New York,1153447,34794,638,0.030165235160349805
2021-11-29,New York City,New York,1157609,34808,639,0.03006887472367613
2021-11-30,New York City,New York,1159083,34828,640,0.0300478913071799
2021-12-01,New York City,New York,1160766,34848,641,0.03002155473196148
2021-12-02,New York City,New York,1163161,34856,642,0.029966616831203934
2021-12-03,New York City,New York,1165550,34867,643,0.02991463257689503
2021-12-04,New York City,New York,1165550,34867,644,0.02991463257689503
2021-12-05,New York City,New York,1165550,34867,645,0.02991463257689503
